Id;SharkSpeciesId;AttackedPersonId;CountryId;DateTime;Type;Area;Location;Activity;Injury;AttackSeverenity;Investigator
3203;16;3074;;2007/08/07 0:00:00;Unprovoked;Florida;Islamorada, Monroe County;Jumped into the water;Lacerations to arm;NonFatal;Miami Herald, 8/8/2007

3204;9;3075;;2007/07/21 10:15:00;Boating;California;Bean Hollow State Beach, San Mateo County;Kayak Fishing;No injury, kayak bitten;NonFatal;"R. Collier; San Francisco Chronicle, 7/23/2007; NorCal Kayak Anglers"

3205;6;3076;;2007/07/19 15:15:00;Unprovoked;Hawaii;Bellows Beach near Wailea Point, O’ahu;Snorkeling;Left calf severely bitten;NonFatal;"Honolulu Advertiser, 7/20/2007; Honolulu Star Bulletin, 7/20/2007"

3206;13;3077;161;2007/07/18 0:00:00;Provoked;Oslo Fjord;Sjøstrand;Scuba diving;"PROVOKED INCIDENT           No injury. Diver touched 'dead' shark; shark bit his equipment-covered arm";NonFatal;Aftenposten, 7/18/2007

3207;19;3078;;2007/06/12 11:00:00;Unprovoked;Florida;Turtle Beach, Siesta Key, Sarasota County;Swimming;Right foot bitten;NonFatal;R.B. Hackney, Sun-Sentinel, 7/13/2007

3208;9;3079;;2007/05/26 17:00:00;Unprovoked;South Carolina;Garden City;Wading;Lacerations to lower leg;NonFatal;"C. Creswell, GSAF; Hilton Head Island Packet, 5/27/2007"

3209;3;3080;;2007/05/07 8:30:00;Unprovoked;Florida;Naples;Swimming;Circular bite on left thigh;NonFatal;Naples News, 5/10/2007

3210;11;3081;18;2007/05/01 0:00:00;Provoked;Bimini Islands;;Shark tagging;Lacerations to right upper arm by captive shark PROVOKED INCIDENT;NonFatal;S. Garcia

3211;14;3082;;2007/04/22 12:30:00;Unprovoked;Florida;Hutchinson Island, St. Lucie County;Body boarding;Left foot bitten;NonFatal;Sun-Sentinel, 4/23/2007

3212;1;3083;;2007/04/20 17:00:00;Unprovoked;Florida;New Smyrna Beach, Volusia County;Surfing;Lacerations to left index finger & thumb;NonFatal;Florida Today, 4/21/2007

3213;12;3084;;2007/04/01 13:05:00;Unprovoked;Florida;New Smyrna Beach, Volusia County;Playing on a sandbar;Lacerations & puncture wounds to right calf;NonFatal;"S. Petersohn, GSAF; WESH 2, 4/1/2007; Local6news.com, 4/3/2007"

3214;1;3085;;2007/03/31 13:20:00;Unprovoked;Florida;Waveland Beach, Hutchinson Island, St. Lucie County;;Minor cuts to right buttock & thigh;NonFatal;Palm Beach Post, 3/31/2007

3215;1;3086;;2007/03/14 0:00:00;Provoked;Florida;Delray Beach;Shark fishing;Right hand bitten by hooked shark PROVOKED INCIDENT;NonFatal;Associated Press

3216;5;3087;;2007/03/05 0:00:00;Provoked;Cook islans;Penhryn Island;Spearfishing;Leg bitten  by shark after he shot at it & missed  PROVOKED INCIDENT;NonFatal;R. Weeks, GSAF

3217;13;3088;;2007/01/25 3:30:00;Boating;Florida;100 miles off Ft. Myers Beach;Shrimping;A large shark rammed boat, breaking prop shaft. No injury to occupants but boat sank several hours later;NonFatal;P. Morales, News-Press, 2/5/2007

3218;3;3089;17;2007/01/23 10:30:00;Unprovoked;New South Wales;Cape Howe;Diving;Head & torso bitten;NonFatal;NZ Herald, 1/23/2007

3219;20;3090;17;2007/01/19 0:00:00;Unknown;New South Wales;Brunswick Heads;Swimming;Shark involvement prior to death unconfirmed;Fatal;Northern Star, 1/24/2007

3220;1;3091;;2007/01/07 14:00:00;Unknown;New York;Smith Point, Long Island;Surfing;No injury;NonFatal;W. Brodsky

3221;6;3092;171;2006/11/25 14:20:00;Unprovoked;Surigao del Norte;Off Bilisan Point, Hinatuarn Island;Sea Disaster;15 perished but shark involvement prior to death was not confirmed;Fatal;Manila Bulletin Online, 11/27/2006

3222;17;3093;;2006/09/30 0:00:00;Unknown;Western Cape Province;Miller's Point;Spearfishing;"No injury; 4m white shark made a threat display";NonFatal;Cape Argus, 10/2/2006

3223;11;3094;176;2006/08/27 18:00:00;Unprovoked;Saint-Gilles-les-Bains;Les Aigrettes, near Boucan-Canot;Body boarding;Laceration to right calf & heel;NonFatal;"G. Vitry; G. Holt, scubaradio; Clicanoo, 8/28/2006 & 8/29/2006"

3224;9;3095;176;2006/08/20 11:00:00;Unprovoked;Saint-Pierre;Pointe du Diable;Surfing;FATAL;Fatal;P. Immerz

3225;11;3096;;2006/08/01 12:00:00;Unprovoked;North Carolina;Masonboro Island, New Hanover County;Wading;Lacerations & punctures to left foot;NonFatal;C. Creswell, GSAF

3226;3;3097;176;2001/01/01 0:00:00;Unprovoked;;Le Port;Spearfishing;Thigh bitten;NonFatal;Clicanoo, 8/29/2006

3227;14;3098;;2006/07/23 0:00:00;Unprovoked;Texas;Sargent Beach, Matagorda County;Surf fishing;Right foot bitten;NonFatal;KHOU.com

3228;9;3099;32;2006/07/10 0:00:00;Unprovoked;Pernambuco;Body recovered at Goiana;;FATAL;Fatal;"Qualittas; F. Hazin; N. Souza; Folho de Pernambuco, 7/12/2006"

3229;8;3100;;2006/07/09 13:00:00;Unprovoked;Florida;Ponte Vedra Beach, St Johns County;Walking;Lower leg & ankle bitten;NonFatal;Orlando Sentinel, 7/9/2006

3230;1;3101;;2006/07/08 13:00:00;Unprovoked;Florida;Playalinda Beach, Canaveral National Seashore, Brevard County;Swimming;Right calf bitten;NonFatal;Orlando Sentinel

3231;9;3102;;2006/04/19 15:00:00;Unprovoked;Florida;Daytona Beach, Volusia County;Standing;3 tiny punctures & small lacerations on right ankle;NonFatal;"Orlando Sentinel, 4/20/2006; Yahoo News;  S. Petersohn"

3232;1;3103;;2006/04/03 12:30:00;Unprovoked;Florida;Marco Island, Collier County;Wading;Minor injury to right hand & thigh;NonFatal;CBS Broadcasting

3233;17;3104;;2006/02/01 0:00:00;Boating;Hawaii;Off Pu'u Ola'l, Makena, Maui;Kayaking;"No injury to occupant; shark bumped the kayak repeatedly for 15 minutes";NonFatal;"R. Collier, GSAF; Honolulu Advertiser, 2/1/2006"

3234;17;3105;17;2006/01/15 11:00:00;Unprovoked;Western Australia;Off City Beach, Perth;Scuba diving;Lacerations to left elbow;NonFatal;T. Peake, GSAF

3235;16;3106;;2006/01/01 0:00:00;Unprovoked;Western Cape Province;Soetwater;Diving for crayfish;Lacerations to little finger;NonFatal;J.P. Botha, GSAF

3236;5;3107;17;2005/12/06 15:30:00;Boating;South Australia;Middle Beach, 40 km north of Adelaide;Fishing;No injury to occupants, hydrofoil of outboard motor bitten;NonFatal;Melbourne Herald Sun, 12/5/2005

3237;18;3108;;2005/11/21 0:00:00;Unprovoked;Florida;Jensen Beach, Martin County;Surfing;Left foot bitten;NonFatal;Stuart News

3238;15;3109;;2005/11/12 13:00:00;Unprovoked;Florida;New Smyrna  Beach, Volusia County;Surfing;Puncture wounds to right foot;NonFatal;S. Petersohn, GSAF

3239;15;3110;17;2005/09/27 0:00:00;Unprovoked;New South Wales;Arakoon's Little Bay;Surfing;No injury, knocked off board;NonFatal;Macleay Argues, 9/27/2005

3240;1;3111;17;2005/09/04 15:00:00;Unprovoked;South Australia;Fishery Bay, Eyre Peninsula;Surfing;Lacerations to right arm & thigh;NonFatal;C.Jenkin, Courier-Mail, 9/5/2005

3241;11;3112;218;2005/09/02 0:00:00;Provoked;;On deck of fishing trawler 100 nautical miles offshore;Removing shark from net;FATAL PROVOKED INCIDENT;Fatal;Africa online, citing the Bangkok Post

3242;5;3113;;2005/08/12 11:30:00;Unprovoked;North Carolina;Carolina Beach off Texas Avenue, New Hanover County;Surfing;Laceration on right wrist & crescent of puncture wounds on  forearm;NonFatal;C. Creswell, GSAF

3243;6;3114;;2005/07/01 11:30:00;Unprovoked;Florida;Boca Grande, Lee County;Standing;Ankle bitten;NonFatal;E. Ritter, GSAF

3244;9;3115;;2005/05/25 11:00:00;Unprovoked;Eastern Cape Province;Kei River Mouth;Surfing;Left buttock  & legs lacerated;NonFatal;"C. Prince, East London Daily Dispatch, 5/26/2005;  SABC News"

3245;16;3116;;2005/05/02 10:30:00;Unprovoked;Hawaii;Noreiga's, Maui;Surfing;No injury, board damaged;NonFatal;"T. Hurley, Honolulu Advertiser; L. Fujimoto, Maui News, 5/3/2005"

3246;7;3117;17;2005/04/25 23:00:00;Provoked;New South Wales;Bermagui;Fishing;Laceration on left thigh PROVOKED INCIDENT;NonFatal;Brisbane Courier Mail, 4/26/2005

3247;9;3118;;2005/04/13 0:00:00;Unprovoked;Florida;Crescent Beach, Sarasota County;Wading;Right lower leg bitten;NonFatal;Herald Tribune.com

3248;9;3119;;2005/04/09 0:00:00;Unknown;Florida;Central Gulf Coast, St. John County;Surfing;Foot injured;NonFatal;"WTSP TampaBays10.com; First Coast News, April 10, 2005"

3249;13;3120;;2005/04/06 0:00:00;Unprovoked;Florida;Jacksonville Beach, Duval County;;Left calf injured;NonFatal;WJXT News4Jax.com

3250;1;3121;;2005/03/05 0:00:00;Unprovoked;Santa Isabel Province;;Diving;Thighs bitten;NonFatal;Solomon Star, 3/9/2005

3251;4;3122;17;2005/01/14 14:00:00;Provoked;Victoria;Blairgowrie;Attempting to drive shark away from sailing regatta;No injury to occupants, one of the boat's flotation tanks holed PROVOKED INCIDENT;NonFatal;Herald Sun News

3252;1;3123;;2004/10/30 0:00:00;Unprovoked;Western Cape Province;Gansbaai;Chumming for white sharks;Right ankle & foot lacerated;NonFatal;J.P. Botha, GSAF

3253;2;3124;17;2004/10/21 0:00:00;Unprovoked;New South Wales;Stockton Beach;Surfing;Right foot lacerated;NonFatal;The Border Mail, 10/23/2004

3254;7;3125;;2004/09/20 9:00:00;Unprovoked;Oregon;Gold  Beach;Surfing;Leg bitten;NonFatal;S. Mead, R. Collier, J. Eager, B. Middleton

3255;11;3126;;2004/08/15 16:00:00;Unprovoked;California;Kibesillah, Mendocino County;Diving;FATAL;Fatal;R. Collier & L. Levine, GSAF

3256;5;3127;;2004/08/06 20:30:00;Unprovoked;Florida;Big Bayou, St. Petersburg, Pinellas County;Swimming;Back, buttocks, left hand & left side of face bitten;NonFatal;T. Jerome, GSAF

3257;3;3128;;2004/07/27 16:30:00;Unprovoked;Texas;Galveston Island;Swimming;Right foot bitten;NonFatal;KETK56 News

3258;5;3129;91;2004/07/15 0:00:00;Unprovoked;Wakayama Prefecture;Susami;Fishing for squid aboard the trawler Shikishima-Maru when the shark leapt into the boat;Suffered broken ribs when the shark's tail fin slammed into his chest;NonFatal;Mainichi Shimbun, 7/17/2004

3259;10;3130;;2004/06/10 18:00:00;Unprovoked;Florida;Daytona Beach Shores, Volusia County;Swimming;Right wrist  & left arm lacerated;NonFatal;"T. Jerome, GSAF; Daytona Beach News Journal,, 6/11/2004, p.1C"

3260;1;3131;;2004/06/02 15:00:00;Unprovoked;Western Cape Province;Dyer Island;Swimming, poaching perlemoen;FATAL, leg severed;Fatal;J. Smetherham & B. Ndenze, Cape Times

3261;16;3132;17;2004/04/26 0:00:00;Unprovoked;New South Wales;Latitude Reef, near Forster;Diving;Puncture wounds on wrist;NonFatal;T. Peake, GSAF

3262;15;3133;;2004/04/04 0:00:00;Unknown;Hawaii;Velzyland;Surfing;Disappeared, surfboard washed ashore, marks on leash suggested shark involvement;Fatal;R. Antone, Honolulu Star Bulletin

3263;1;3134;;2004/03/28 15:00:00;Unprovoked;Florida;Pelican Beach Park, Satellite Beach, Brevard County;Surfing;Heel bitten;NonFatal;J.D. Gallop, Florida Today

3264;9;3135;176;2004/03/27 17:00:00;Unprovoked;Saint-Benoît;Spot de la gare;Surfing;Right thigh bitten;NonFatal;Clicanoo, le journal  de l'Ile de la Réunion

3265;1;3136;;2004/03/22 12:30:00;Unprovoked;North Island;Te Arai Point;Spearfishing;No injury;NonFatal;J. Edgar

3266;17;3137;17;2004/02/21 0:00:00;Unprovoked;New South Wales;Taree, Old Bar Beach;Swimming;Three toes lacerated;NonFatal;Manning River Times

3267;17;3138;238;2004/01/21 14:30:00;Unprovoked;Anzoategui;Playa Colorada Beach, Mochima National Park, only 200 m west of Santa Cruz Beach;Swimming;Lower back & hand bitten;NonFatal;D. Ramierez, GSAF

3268;9;3139;;2004/01/07 0:00:00;Unprovoked;Eastern Cape Province;West Beach, Port Alfred;Surfing;Foot lacerated;NonFatal;A. Cobb & E. Ritter, GSAF

3269;18;3140;;2003/12/13 13:15:00;Unprovoked;Florida;Melbourne Beach, Brevard County;Swimming;Foot bitten;NonFatal;Florida Today (Melbourne), 12/14/2003

3270;11;3141;17;2003/12/08 9:30:00;Unprovoked;Victoria;Collendina Beach east of Ocean Grove;Surfing amid a shoal of sharks;No inury, shark caught leash attached to surfer's ankle & towed him a short distance;NonFatal;J. Eager, scubaradio.com

3271;8;3142;;2003/11/27 8:00:00;Unprovoked;KwaZulu-Natal;Sodwana;Spearfishing;Presumed FATAL, severed hand recovered;Fatal;E. Ritter, GSAF

3272;1;3143;;2003/11/12 0:00:00;Unprovoked;Florida;South Jetty, New Smyrna Beach, Volusia County;Surfing;Lacerations to hand;NonFatal;S. Petersohn, GSAF

3273;7;3144;;2003/10/31 15:00:00;Unprovoked;Florida;Ponte Vedra Beach, St. Johns County;Surfing;Left foot (sole) bitten;NonFatal;D. Dixon, Florida Times-Union, 11/8/2003

3274;17;3145;;2003/09/14 13:30:00;Unknown;Florida;Bathtub Reef Beach, Martin County;Swimming;Puncture wounds on inner thigh;NonFatal;Fort Pierce Tribune, 9/15/2003

3275;11;3146;;2003/07/15 14:37:00;Unprovoked;Florida;Daytona Beach, Volusia County;Wading;Heel & sole of left foot;NonFatal;S. Petersohn, GSAF

3276;5;3147;;2003/07/05 10:07:00;Provoked;Florida;Near New Smyrna Jetty, Volusia County;Walking, carrying surfboard & stepped on shark;3 puncture wounds on right lateral ankle PROVOKED INCIDENT;NonFatal;S. Petersohn, GSAF

3277;8;3148;18;2003/07/04 14:45:00;Unprovoked;Abaco Islands;10 miles west of Walker’s Cay;Spearfishing;Left calf bitten;NonFatal;"Associated Press, 7/12/03; Palm Beach Post, 7/7/2003"

3278;15;3149;32;2003/06/24 0:00:00;Unprovoked;Pernambuco;Piedade, Recife;;FATAL;Fatal;JCOnline, 6/23/2012

3279;6;3150;;2003/06/24 8:00:00;Unprovoked;Hawaii;Makua Beach, Oahu;Swimming with pod of dolphins;Right foot bitten;NonFatal;Honolulu Advertiser

3280;1;3151;;2003/05/14 13:23:00;Unprovoked;Florida;Ponce de Leon Inlet, Volusia County;Wading;Left foot bitten;NonFatal;"S. Petersohn, GSAF; Orlando Sentinel, 5/16;2003, p.C3"

3281;1;3152;;2003/05/07 11:40:00;Provoked;Florida;New Smyrna Beach, Volusia County;Surfing;Multiple bites to foot after jumping off surfboard onto shark PROVOKED INCIDENT;NonFatal;"S. Petersohn, GSAF; M. I. Johnson,  Daytona Beach News Journal. 5/8/2003, p.1C; Tampa Tribune, 5/8/2003"

3282;5;3153;;2003/05/03 12:20:00;Unprovoked;Florida;Daytona Beach Shores, Volusia County;Walking;Laceration to right lower leg;NonFatal;S. Petersohn, GSAF

3283;13;3154;32;2003/04/26 0:00:00;Provoked;Rio de Janeiro;Copacabana Beach, Rio de Janiero;Killing  sharks;Shallow  lacerations to left  thigh PROVOKED INCIDENT;NonFatal;P.M. Lopes, GSAF

3284;9;3155;;2003/04/15 13:00:00;Unprovoked;Florida;Cocoa Beach, Brevard County;Swimming (using a float);Left calf lacerated;NonFatal;"Florida Today (Melbourne), 4/16/2003; Orlando Sentinel, 4/16/2003, p.B3"

3285;6;3156;238;2003/04/11 0:00:00;Unprovoked;Nueva Esparta;El Yaqu, Isla de Margarita;Surfing;Right foot bitten, left leg severed;NonFatal;E. Ritter & M. Levine, GSAF

3286;7;3157;;2003/02/27 11:45:00;Unprovoked;Southland;East side of Bench Island in the Foveaux Strait;Scuba diving;Arm lacerated (shark made 3 strikes);NonFatal;"R.D. Weeks & Mark Marks, GSAF; New Zealand Herald"

3287;12;3158;;2002/12/24 12:00:00;Unprovoked;Western Cape Province;Scarborough;Snorkeling;Forearms lacerated;NonFatal;IOL.co.za

3288;9;3159;32;2002/12/01 0:00:00;Unprovoked;Pernambuco;Boa Viagem Beach, Recife;Surfing;FATAL;Fatal;O. Gadig

3289;3;3160;;2002/11/14 8:40:00;Unprovoked;Caicos Bank;French Cay;Snorkeling;Right upper am, shoulder & back severely  bitten;NonFatal;"M. Glenn, Local 10 News; Miami Herald, 11/28/2002"

3290;1;3161;32;2002/10/14 16:00:00;Unprovoked;Pernambuco;Piedade Beach, Jaboatão dos Guararapes City, Recife;Swimming;FATAL, body not recovered;Fatal;P.M. Lopes, GSAF

3291;3;3162;;2002/10/05 13:30:00;Unprovoked;Florida;New Smyrna Beach, Volusia County;Surfing;Heel & back of right knee lacerated;NonFatal;"S. Petersohn, GSAF; Daytona Beach News Journal, 9/22/2003, p.1C"

3292;1;3163;;2002/09/29 7:30:00;Unprovoked;Florida;Sebastian Inlet, Brevard County;Surfing;Left hand bitten;NonFatal;"Local 6 News; P. Balona, Vero Beach Press Journal, 10/2/2002"

3293;12;3164;;2002/09/21 0:00:00;Unprovoked;Oregon;Cape Kiwanda;Boogie boarding or Surfing;Ankle lacerated;NonFatal;R. Collier, GSAF

3294;7;3165;32;2002/09/16 15:00:00;Unprovoked;Pernambuco;Piedade Beach, Jaboatão dos Guararapes City;Swimming;Left thigh bitten, leg surgically amputated;NonFatal;P.M. Lopes, GSAF

3295;6;3166;;2002/09/13 16:00:00;Unprovoked;Western Cape Province;Glencairn, False Bay;Surf skiing;No injury;NonFatal;Multiple internet sources

3296;5;3167;;2002/08/11 15:30:00;Unprovoked;Florida;Vero Beach, Indian River County;Surfing;Lacerations on heel & dorsum of right foot;NonFatal;Stuart News, 8/12/2002

3297;13;3168;;2002/07/26 19:00:00;Unprovoked;South Carolina;Myrtle Beach, Horry County;Surfing;Heel bitten;NonFatal;"C. Creswell, GSAF; The  State  (Columbia, SC) 7/28/2002 ; Sun News (Myrtle Beach), 7/28/2002"

3298;5;3169;;2002/07/09 0:00:00;Provoked;Maryland;100 miles off Ocean City, Maryland, in 7000' of water;Shark Fishing;Drowned when caught in line and pulled overboard by hooked shark PROVOKED INCIDENT;Fatal;Life in Legacy

3299;1;3170;17;2002/06/20 10:00:00;Unprovoked;Queensland;Sunshine Beach;Surfing;minor injury to foot;NonFatal;AAP, 6/20/2002

3300;1;3171;;2002/06/09 13:00:00;Unprovoked;Florida;Jensen Beach, Martin County;Swimming;Right calf lacerated;NonFatal;"ESPN; Orlando Sentinel, 6/12/2002, p.B2"

3301;6;3172;125;2001/01/01 0:00:00;Unprovoked;Toamasina Province;Tamatave;Bathing;FATAL;Fatal;V.M. Coppleson (1958), p.259

3302;15;3173;;2001/01/01 0:00:00;Unprovoked;Florida;Palm Beach, Palm Beach County;Standing;Abrasions & bruises hip to ankle;NonFatal;"V.M. Coppleson (1956), p.255;  R.F. Hutton"

3303;8;3174;81;2001/01/01 0:00:00;Unprovoked;Maharashtra;Malwan, near Ratnagiri;;FATAL;Fatal;V.M. Coppleson (1958), p.261

3304;5;3175;17;2001/01/01 0:00:00;Unprovoked;Torres Strait;Thursday Island?;Free diving;Head bitten;NonFatal;Press clipping dated 6/28/1950

3305;11;3176;85;2001/01/01 0:00:00;Unprovoked;Khuzestan Province;Ahvaz, on the Karun River;;FATAL, femoral artery severed, died 12 days later;Fatal;Lt. Col. R.S. Hunt of the Royal Army Medical Corp

3306;17;3177;;2001/01/01 0:00:00;Unprovoked;Eastern Province;East of the Ras Tanura-Jubail area;Diving;FATAL, died of sepsis;Fatal;G.F. Mead

3307;7;3178;89;2001/01/01 0:00:00;Boating;Adriatic Sea;;Wooden fishing boat;"No injury to occupant; shark capsized boat";NonFatal;"A. De Maddalena; Anon. (1938)"

3308;1;3179;24;2001/01/01 0:00:00;Unprovoked;;;Standing;FATAL;Fatal;Mitchell-Hedges

3309;8;3180;;2001/01/01 0:00:00;Unprovoked;Western Cape Province;Arniston;Wading;Ankle bitten;NonFatal;L. Green in Tavern of the Seas, p.182

3310;11;3181;17;2001/01/01 0:00:00;Unprovoked;New South Wales;;Swimming;FATAL;Fatal;"L. Becke in New York Sun, 9/9/1906; L. Schultz & M. Malin, p.523"

3311;18;3182;17;2001/01/01 0:00:00;Unprovoked;Western Australia;Roebuck Bay;Diving;FATAL;Fatal;"H. Taunton; N. Bartlett,  p. 234"

3312;9;3183;17;2001/01/01 0:00:00;Unprovoked;Western Australia;;Pearl diving;FATAL;Fatal;"H. Taunton; N. Bartlett,  pp. 233-234"

3313;17;3184;167;2001/01/01 0:00:00;Unprovoked;;Panama Bay 8ºN, 79ºW;;FATAL;Fatal;The Sun, 10/20/1938

3314;17;;;2001/01/01 0:00:00;Unknown;;;;;Unknown;

3315;1;;;2001/01/01 0:00:00;Unknown;;;;;Unknown;

3316;9;;;2001/01/01 0:00:00;Unknown;;;;;Unknown;

3317;18;;;2001/01/01 0:00:00;Unknown;;;;;Unknown;

3318;15;;;2001/01/01 0:00:00;Unknown;;;;;Unknown;

3319;16;;;2001/01/01 0:00:00;Unknown;;;;;Unknown;

3320;1;;;2001/01/01 0:00:00;Unknown;;;;;Unknown;

3321;11;;;2001/01/01 0:00:00;Unknown;;;;;Unknown;

3322;5;;;2001/01/01 0:00:00;Unknown;;;;;Unknown;

3323;3;;;2001/01/01 0:00:00;Unknown;;;;;Unknown;

3324;5;;;2001/01/01 0:00:00;Unknown;;;;;Unknown;

3325;16;;;2001/01/01 0:00:00;Unknown;;;;;Unknown;

3326;7;;;2001/01/01 0:00:00;Unknown;;;;;Unknown;

3327;2;;;2001/01/01 0:00:00;Unknown;;;;;Unknown;

3328;1;3185;;2015/10/05 10:00:00;Unprovoked;Texas;Galveston;Wading;Foot & hands bitten;NonFatal;Houston Chronicle, 10/5/2015

3329;13;3186;;2015/10/04 8:30:00;Unprovoked;Florida;New Smyrna Beach, Volusia County;Surfing;Severe lacerations to left hand;NonFatal;CNN, 10/4/2015

3330;1;3187;;2015/09/17 15:00:00;Unprovoked;Florida;Jacksonville Beach, Duval County;Surfing;Injury to right foot;NonFatal;News4JAX, 9/15/2015

3331;13;3188;;2015/08/29 10:25:00;Unprovoked;California;Morro Strand State Beach, San Luis Obispo County;Surfing;No injury, surfboard bitten;NonFatal;R. Collier, GSAF

3332;9;3189;;2015/08/22 19:45:00;Unknown;Florida;Cocoa Beach, Brevard  County;;Wound to right lower leg;NonFatal;Brevard Times, 8/22/2015

3333;9;3190;;2015/07/10 8:45:00;Unprovoked;California;Huntington Beach, Orange County;Surfing;No injury, shark bumped & damaged board;NonFatal;KTLA, 7/10/2015

3334;7;3191;;2015/06/26 11:00:00;Unprovoked;South Carolina;South Beach, Hunting Island State Park, Beaufort County;Standing;Puncture wounds to foot;NonFatal;"C. Creswell, GSAF; WCNC, 6/26/2015"

3335;16;3192;;2015/06/14 16:12:00;Unprovoked;North Carolina;Oak Island, Brunswick County;Wading;Left arm amputated at elbow & severe injury to leg;NonFatal;C. Creswell, GSAF

3336;9;3193;;2015/06/13 0:00:00;Unprovoked;California;Off San Diego;;Severe laceration to leg;NonFatal;Courthouse News Service, 11/18/2015
